EPISODE,STEP,A_0,A_1,X_0,X_1,X_2,X_3
0,1,1.0,0.0,0.004881350392732478,0.021518936637241942,0.010276337607164385,0.004488318299689688
0,2,0.0,1.0,0.005311729125477317,-0.17374887293224217,0.010366103973158179,0.3003957572046986
0,3,0.0,1.0,0.0018367516668324735,0.021223803471809993,0.01637401911725215,0.011000035699408772
0,4,1.0,0.0,0.0022612277362686734,0.21610714837821235,0.016594019831240325,-0.2764720486117858
0,5,0.0,1.0,0.006583370703832921,0.020752431440017094,0.011064578859004609,0.02139810078134019
0,6,0.0,1.0,0.006998419332633263,0.21571397192138647,0.011492540874631413,-0.267773389201707
0,7,0.0,1.0,0.011312698771060992,0.4106700377002687,0.006137073090597273,-0.5568094433149846
0,8,0.0,1.0,0.019526099525066367,0.6057052953327207,-0.004999115775702419,-0.8475525323112675
0,9,0.0,1.0,0.03164020543172078,0.8008950795794074,-0.02195016642192777,-1.1418032840910977
0,10,0.0,1.0,0.04765810702330893,0.996296922994567,-0.044786232103749726,-1.4412882728817076
0,11,0.0,1.0,0.06758404548320027,1.1919408855403302,-0.07361199756138388,-1.7476226988175179
0,12,1.0,0.0,0.09142286319400687,1.3878180642606122,-0.10856445153773424,-2.0622651599995763
0,13,1.0,0.0,0.11917922447921911,1.1939578397383133,-0.14980975473772576,-1.8050420900331725
0,14,0.0,1.0,0.14305838127398537,1.000792799026868,-0.1859105965383892,-1.562419355541506
1,1,1.0,0.0,-0.007634520066109526,0.014589411306665606,-0.00624127887373075,0.03917730007820798
1,2,1.0,0.0,-0.007342731839976214,-0.18044248662592996,-0.0054577328721665905,0.3298845250292364
1,3,1.0,0.0,-0.010951581572494814,-0.37548632186687436,0.0011399576284181374,0.6208413550970838
1,4,1.0,0.0,-0.0184613080098323,-0.5706241745051537,0.013556784730359815,0.9138830913379643
1,5,1.0,0.0,-0.029873791499935375,-0.7659268539157154,0.0318344465571191,1.210795763007805
1,6,0.0,1.0,-0.04519232857824968,-0.9614450316676341,0.0560503618172752,1.5132821804316254
1,7,1.0,0.0,-0.06442122921160237,-0.7670447229668733,0.08631600542590771,1.2386098290670748
1,8,0.0,1.0,-0.07976212367093984,-0.9631627511925217,0.11108820200724921,1.5570370813100778
1,9,0.0,1.0,-0.09902537869479028,-0.769532807092437,0.14222894363345076,1.3009752525664564
1,10,1.0,0.0,-0.11441603483663902,-0.5764730052028499,0.1682484486847799,1.055984152038741
1,11,1.0,0.0,-0.125945494940696,-0.7733764215315806,0.18936813172555472,1.3964007417477646
2,1,0.0,1.0,0.046366276050102934,-0.011655848117422228,0.029172503808266456,0.0028894919752904466
2,2,0.0,1.0,0.04613315908775449,0.18303584409308526,0.029230293647772264,-0.2804482884159698
2,3,0.0,1.0,0.049793875969616194,0.3777289031558645,0.02362132787945287,-0.5637706424842446
2,4,0.0,1.0,0.05734845403273348,0.5725115890207496,0.012345915029767977,-0.848919138721032
2,5,1.0,0.0,0.06879868581314848,0.7674630056249193,-0.004632467744652662,-1.137694370990586
2,6,0.0,1.0,0.08414794592564687,0.5724019463473096,-0.02738635516446438,-0.8464678621865785
2,7,1.0,0.0,0.09559598485259306,0.7678865947643015,-0.044315712408195956,-1.1476354617355125
2,8,0.0,1.0,0.11095371674787909,0.5733703728239073,-0.06726842164290621,-0.8691721425283845
2,9,1.0,0.0,0.12242112420435723,0.7693398144667846,-0.0846518644934739,-1.1822234826069276
2,10,0.0,1.0,0.13780792049369292,0.5754122537526429,-0.10829633414561245,-0.9172317088889574
2,11,0.0,1.0,0.14931616556874577,0.7718186136023717,-0.12664096832339158,-1.241892255325383
2,12,1.0,0.0,0.16475253784079322,0.9683180164090539,-0.15147881342989925,-1.5714139358397399
2,13,0.0,1.0,0.1841188981689743,0.7752934872924939,-0.18290709214669404,-1.3295572782166358
3,1,0.0,1.0,0.006804456109393231,0.04255966382926611,-0.04289639418021131,-0.04128707002984593
3,2,1.0,0.0,0.007655649385978553,0.23826965186481974,-0.04372213558080823,-0.3471896714370461
3,3,1.0,0.0,0.012421042423274948,0.04379598581257249,-0.05066592900954915,-0.06860816132243214
3,4,0.0,1.0,0.013296962139526398,-0.15056434143885714,-0.05203809223599779,0.20766880113156538
3,5,1.0,0.0,0.010285675310749256,0.04526161045830404,-0.047884716213366485,-0.10096479448374623
3,6,0.0,1.0,0.011190907519915336,-0.14914253765152327,-0.049904012103041406,0.17623444576312353
3,7,0.0,1.0,0.00820805676688487,0.04665676100674576,-0.04637932318777894,-0.1317645531800843
3,8,0.0,1.0,0.009141191987019785,0.2424113324811292,-0.04901461425138062,-0.4387112929383887
3,9,0.0,1.0,0.013989418636642369,0.4381915115400597,-0.0577888401101484,-0.7464333979817136
3,10,0.0,1.0,0.022753248867443565,0.6340611914329736,-0.07271750806978267,-1.05672793100998
3,11,1.0,0.0,0.03543447269610304,0.8300674900707152,-0.09385206668998226,-1.3713204955322575
3,12,0.0,1.0,0.05203582249751734,0.6362362501165886,-0.12127847660062742,-1.109405194417164
3,13,1.0,0.0,0.06476054749984911,0.832724805472095,-0.1434665804889707,-1.4375416777203494
3,14,0.0,1.0,0.08141504360929101,0.6396328192125192,-0.1722174140433777,-1.1929139793917458
3,15,0.0,1.0,0.0942076999935414,0.8365150999667448,-0.19607569363121263,-1.534250749267137
4,1,0.0,1.0,-0.047978160255967434,0.0332619845547938,0.027815675094985046,0.037001214824681924
4,2,0.0,1.0,-0.04731292056487156,0.22797424075560885,0.028555699391478683,-0.2467774344122347
4,3,1.0,0.0,-0.042753435749759386,0.42267696654936154,0.023620150703233988,-0.5303182219610985
4,4,0.0,1.0,-0.03429989641877215,0.22723085120190156,0.013013786264012018,-0.23028714776210357
4,5,1.0,0.0,-0.029755279394734123,0.42216444455162727,0.008408043308769948,-0.5188368327042978
4,6,1.0,0.0,-0.021311990503701576,0.2269251334283027,-0.001968693345316009,-0.2235162822119286
4,7,0.0,1.0,-0.016773487835135523,0.03183137545030096,-0.006439018989554581,0.06854499218412785
4,8,0.0,1.0,-0.016136860326129505,0.2270450473402929,-0.005068119145872024,-0.2261625038628668
4,9,1.0,0.0,-0.011595959379323647,0.42223906179817866,-0.009591369223129361,-0.5204397859174252
4,10,0.0,1.0,-0.003151178143360073,0.22725343438618179,-0.020000164941477865,-0.23079461719687583
4,11,1.0,0.0,0.001393890544363563,0.4226553830637848,-0.024616057285415383,-0.5297185771067705
4,12,0.0,1.0,0.00984699820563926,0.22788821518475577,-0.035210428827550794,-0.24489272520792282
4,13,1.0,0.0,0.014404762509334375,0.42349492132518307,-0.04010828333170925,-0.5484706492952649
4,14,1.0,0.0,0.022874660935838037,0.22895868312663695,-0.05107769631761455,-0.2686896436499864
4,15,1.0,0.0,0.027453834598370776,0.03460146143301027,-0.05645148919061428,0.00745565920196567
4,16,1.0,0.0,0.028145863827030982,-0.159667363600456,-0.05630237600657497,0.2818067781784382
4,17,1.0,0.0,0.024952516555021863,-0.35394290732489986,-0.05066624044300621,0.5562141772448244
4,18,0.0,1.0,0.017873658408523865,-0.548318280262168,-0.03954195689810972,0.8325135832240802
4,19,0.0,1.0,0.006907292803280505,-0.35267893165250186,-0.02289168523362812,0.5276616456779537
4,20,1.0,0.0,-0.00014628582976953207,-0.15724250493613992,-0.012338452320069044,0.22785424537834725
4,21,1.0,0.0,-0.0032911359284923305,-0.35218597616616465,-0.007781367412502098,0.5166197812970529
4,22,1.0,0.0,-0.010334855451815624,-0.5471974978614881,0.0025510282134389587,0.8068405090384312
4,23,0.0,1.0,-0.021278805409045386,-0.7423543212798129,0.01868783839420758,1.1003247931245923
4,24,0.0,1.0,-0.03612589183464164,-0.5474832252238533,0.040694334256699424,0.8135630941523205
4,25,1.0,0.0,-0.04707555633911871,-0.3529415355966372,0.05696559613974583,0.5339529837413635
4,26,0.0,1.0,-0.054134387051051454,-0.5488163948461551,0.0676446558145731,0.844027508152204
4,27,1.0,0.0,-0.06511071494797456,-0.3546795333894428,0.08452520597761717,0.5733605758521958
4,28,1.0,0.0,-0.07220430561576341,-0.550878534463363,0.09599241749466109,0.8914292243353504
4,29,0.0,1.0,-0.08322187630503067,-0.7471624752900521,0.1138210019813681,1.212678125509755
4,30,1.0,0.0,-0.09816512581083171,-0.5536784940807304,0.1380745644915632,0.9577212628199931
4,31,0.0,1.0,-0.10923869569244632,-0.7503597744378774,0.15722898974796307,1.2904004735402814
4,32,0.0,1.0,-0.12424589118120387,-0.5575472720795722,0.1830369992187687,1.0507843460243182
4,33,0.0,1.0,-0.1353968366227953,-0.36526215775572646,0.20405268613925506,0.8206876334580215
5,1,0.0,1.0,0.0478618342232764,0.029915856421672368,-0.0038520637747068154,0.02805291762864555
5,2,0.0,1.0,0.04846015135170985,0.22509283645921957,-0.0032910054221339043,-0.26584288429447217
5,3,0.0,1.0,0.05296200808089424,0.4202616035925713,-0.008607863108023348,-0.5595620034802681
5,4,1.0,0.0,0.06136724015274567,0.6155033101344726,-0.01979910317762871,-0.8549443939909963
5,5,0.0,1.0,0.07367730635543512,0.42065670306864145,-0.036897991057448634,-0.5685523231152066
5,6,0.0,1.0,0.08209044041680795,0.6162762329117244,-0.04826903751975277,-0.872627442174839
5,7,1.0,0.0,0.09441596507504244,0.8120201679738552,-0.06572158636324955,-1.1800869503643523
5,8,1.0,0.0,0.11065636843451954,0.6178101124999741,-0.0893233253705366,-0.9087090228865118
5,9,0.0,1.0,0.12301257068451901,0.42400336574280323,-0.10749750582826684,-0.6453840202094878
5,10,1.0,0.0,0.13149263799937508,0.6204460790588826,-0.12040518623245659,-0.9698906357837771
5,11,1.0,0.0,0.14390155958055273,0.4271281189985023,-0.13980299894813214,-0.7173267687744371
5,12,0.0,1.0,0.15244412196052276,0.23418930218620373,-0.15414953432362088,-0.4717104876892669
5,13,0.0,1.0,0.15712790800424684,0.4311141098218402,-0.16358374407740622,-0.8087358294136748
5,14,1.0,0.0,0.16575019020068363,0.6280543580078564,-0.17975846066567971,-1.1480818829648596
5,15,0.0,1.0,0.17831127736084076,0.43567528998317717,-0.2027200983249769,-0.9167278415040336
6,1,1.0,0.0,-0.038172557413106684,0.013992102132752385,-0.035664671259095365,0.04446689170495839
6,2,1.0,0.0,-0.037892715370451635,-0.1806007646581494,-0.034775333424996197,0.32568738389109864
6,3,0.0,1.0,-0.041504730663614625,-0.3752107731604998,-0.028261585747174224,0.6072040170693869
6,4,1.0,0.0,-0.04900894612682462,-0.1797053125140218,-0.016117505405786485,0.30575513331346277
6,5,1.0,0.0,-0.05260305237710505,-0.3745939210055237,-0.01000240273951723,0.5933117351970468
6,6,1.0,0.0,-0.06009493079721553,-0.5695744404727698,0.0018638319644237074,0.8828272265824458
6,7,0.0,1.0,-0.07148641960667093,-0.7647216548951884,0.019520376496072623,1.1760955060595202
6,8,0.0,1.0,-0.0867808527045747,-0.5698586753099655,0.04304228661726303,0.8895953498285716
6,9,1.0,0.0,-0.09817802621077401,-0.3753463811978682,0.060834193613834464,0.6107476629307524
6,10,0.0,1.0,-0.10568495383473138,-0.571263521023269,0.07304914687244951,0.9219539762114941
6,11,1.0,0.0,-0.11711022425519677,-0.3772005927122004,0.09148822639667939,0.6530932580806268
6,12,1.0,0.0,-0.12465423610944078,-0.57346942301306,0.10455009155829192,0.9731253028018769
6,13,1.0,0.0,-0.13612362456970198,-0.7698269804677065,0.12401259761432946,1.2967351173308814
6,14,1.0,0.0,-0.15152016417905612,-0.9662864071885385,0.14994729996094708,1.6255274520673557
6,15,1.0,0.0,-0.17084589232282688,-1.1628207122073349,0.1824578490022942,1.9609404193314484
7,1,0.0,1.0,0.002184832175007166,-0.008533806000947643,-0.023544438789537304,0.027423368943421664
7,2,1.0,0.0,0.0020141560549882132,0.18691773853616342,-0.02299597141066887,-0.272594117063015
7,3,0.0,1.0,0.005752510825711482,-0.007868664316076968,-0.02844785375192917,0.012748016443958732
7,4,1.0,0.0,0.0055951375393899425,0.18764947155932493,-0.028192893423049994,-0.2887730645847318
7,5,0.0,1.0,0.00934812697057644,-0.007059338819776356,-0.03396835471474463,-0.005113525658108464
7,6,0.0,1.0,0.009206940194180913,0.18853288569299953,-0.0340706252279068,-0.30831739163804833
7,7,0.0,1.0,0.012977597908040903,0.3841233158952359,-0.040236973060667765,-0.6115475972906441
